iter	RMSE
862	0.6587824881
863	0.6587022104
864	0.6586078079
865	0.6585595562
866	0.6584622529
867	0.6583773068
868	0.6583296755
869	0.6582464036
870	0.658178645
871	0.6580395544
872	0.6579533359
873	0.6578550765
874	0.657765193
875	0.6577009099
876	0.657612531
877	0.6576114668
878	0.6575408787
879	0.6574458932
880	0.6573679561
881	0.657311721
882	0.6572457771
883	0.6571169595
884	0.6570669274
885	0.6570259543
886	0.6569532821
887	0.6568874263
888	0.656850783
889	0.6568045697
890	0.6567797477
891	0.6566971381
892	0.6566430041
893	0.6565954574
894	0.6565141117
895	0.6564290609
896	0.656378467
897	0.6562648884
898	0.6561816153
899	0.6561337869
900	0.6560428211
901	0.6560088131
902	0.655899473
903	0.655839381
904	0.6557475629
905	0.6556749222
906	0.6555980774
907	0.6555594595
908	0.6555027824
909	0.6554489279
910	0.6553569508
911	0.6552593492
912	0.6551969373
913	0.6551114134
914	0.6550440753
915	0.6549591805
916	0.6549303463
917	0.6548675607
918	0.6548032814
919	0.6547890798
920	0.6547415525
921	0.6546245541
922	0.6545189066
923	0.6544618053
924	0.6544163586
925	0.6544156169
926	0.6542541269
927	0.6541092003
928	0.6540431641
929	0.6539730415
930	0.6538942343
931	0.653813905
932	0.6537424429
933	0.6536570425
934	0.6535624182
935	0.653475625
936	0.6533768597
937	0.6533147893
938	0.6532243867
939	0.65311345
940	0.6530502557
941	0.6529593206
942	0.652863558
943	0.6528217816
944	0.6527633757
945	0.6526676139
946	0.6526281582
947	0.6525392678
948	0.6524956622
949	0.6524364761
950	0.6523047608
951	0.6522314014
952	0.6521435017
953	0.6520423243
954	0.6519309012
955	0.6518564945
956	0.6517742671
957	0.65170961
958	0.6516142523
959	0.6515420006
960	0.6514363906
961	0.651386219
962	0.6512910819
963	0.6512131106
964	0.6511905882
965	0.6511750898
966	0.6511184929
967	0.6510643489
968	0.6510024004
969	0.6509280662
970	0.6508586128
971	0.6508249173
972	0.6507539518
973	0.650702947
974	0.6506140382
975	0.6505819499
976	0.6505813001
977	0.6505052976
978	0.6504488045
979	0.6503841955
980	0.6503140981
981	0.6502202963
982	0.6501359256
983	0.650080105
984	0.6500235954
985	0.6499534604
986	0.6498819102
987	0.6497896011
988	0.649672441
989	0.6496042339
990	0.6495117818
991	0.6494231195
992	0.649322721
993	0.6492471064
994	0.6491506109
995	0.6491167751
996	0.6490866457
997	0.6490405097
998	0.6489540064
999	0.6488760782
